Comment,ReferenceName,ReferencePubMed,ReferenceDOI,Description,Name,Type,Symbol,ID,QuantityName,QuantityType,Value,Mean,Std,Min,Max,Median,GeometricMean,Sign,ProbDist,SBML:parameter:id,Unit,Scale,Time,TimePoint,Condition,pH,Temperature,Location,Location:SBML:compartment:id,Compound,Compound:SBML:species:id,Reaction,Reaction:SBML:reaction:id,Enyzme,Enyzme:SBML:species:id,Enyzme:SBML:parameter:id,Gene,Organism,Provenance,SBOTerm,Identifiers
Comment,ReferenceName,ReferencePubMed,ReferenceDOI,Description,Name,Type,Symbol,ID,QuantityName,QuantityType,Value,Mean,Std,Min,Max,Median,GeometricMean,Sign,ProbDist,SBML:parameter:id,Unit,Scale,Time,TimePoint,Condition,pH,Temperature,Location,Location:SBML:compartment:id,Compound,Compound:SBML:species:id,Reaction,Reaction:SBML:reaction:id,Enyzme,Enyzme:SBML:species:id,Enyzme:SBML:parameter:id,Gene,Organism,Provenance,SBOTerm,Identifiers
