Comment,ReferenceName,ReferencePubMed,ReferenceDOI,Description,Name,Type,Symbol,ID,LocusName,GeneProduct,GeneProduct:SBML:species:id,Operon,Identifiers
Comment,ReferenceName,ReferencePubMed,ReferenceDOI,Description,Name,Type,Symbol,ID,LocusName,GeneProduct,GeneProduct:SBML:species:id,Operon,Identifiers
