Comment,ReferenceName,ReferencePubMed,ReferenceDOI,Description,Name,Type,Symbol,ID,CatalysedReaction,KineticLaw,Pathway,Gene,Identifiers
Comment,ReferenceName,ReferencePubMed,ReferenceDOI,Description,Name,Type,Symbol,ID,CatalysedReaction,KineticLaw,Pathway,Gene,Identifiers
