Comment,ReferenceName,ReferencePubMed,ReferenceDOI,Description,Modifier,Name,Type,Symbol,ID,SBML:reaction:id,ReactionFormula,Location,Enzyme,Model,Pathway,SubreactionOf,IsComplete,IsReversible,IsInEquilibrium,IsExchangeReaction,Flux,IsNonEnzymatic,KineticLaw,Gene,Operon,Enzyme:SBML:species:id,Enzyme:SBML:parameter:id,BuildReaction,BuildEnzyme,BuildEnzymeProduction,SBOTerm,Identifiers
Comment,ReferenceName,ReferencePubMed,ReferenceDOI,Description,Modifier,Name,Type,Symbol,ID,SBML:reaction:id,ReactionFormula,Location,Enzyme,Model,Pathway,SubreactionOf,IsComplete,IsReversible,IsInEquilibrium,IsExchangeReaction,Flux,IsNonEnzymatic,KineticLaw,Gene,Operon,Enzyme:SBML:species:id,Enzyme:SBML:parameter:id,BuildReaction,BuildEnzyme,BuildEnzymeProduction,SBOTerm,Identifiers
